DOB;AGE;GNDR;ADMIT;NATION;NATN_TYPE;CITIZENSHIP;RESIDENCY;COLLEGE;STUDENT_MAJOR;DIPLOMA_DESCRIPTION;CERT_DATE;STUDENT_LEVEL;SCHOOL;SCHOOL_CITY
6-Nov-90;21;M;Fall 2011-2012;UAE;UAE;UAE-Al Fujairah;UAE-Fujairah;Law;Law;Secondary School -Scientific;26-Jun-08;Undergraduate;Seif Bin Hamad Al-Sharqi B.Sec;Fujairah
4-Jan-88;24;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Al-Dhaid;Law;Law;Secondary School -Literature;26-Jun-08;Undergraduate;Al Rafee'a Secondary;SHARJAH
21-Oct-95;16;M;Fall 2011-2012;Yemen;OTHER ARAB;Non Citizen;UAE-Sharjah;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Ahlia Pvt Secondary;SHARJAH
29-Sep-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Dubai  Secondary;DUBAI
25-May-92;19;M;Fall 2011-2012;Kuwait;GCC;GCC;-;Law;Law;Secondary School -Literature;26-Jun-11;Undergraduate;Ahmed Meshari Al Adwani Sec;AL EDAILYAH
9-Aug-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
15-Apr-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
23-Mar-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Al Fujairah;UAE-Deba Al-Fujairah;Law;Law;Secondary School -Literature;21-Jun-11;Undergraduate;Hamad BinAbdul. AlSharqi Sec B;AL FUJAIRAH - EMIRAT
5-Aug-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Wahda Private School;Sharjah
28-Jan-94;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Oroubah Secondary sch;SHARJAH
5-Jul-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Al Ain;Law;Law;Secondary School -Scientific;21-Jun-11;Undergraduate;Military High School;Al Ain
14-Aug-94;17;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH
15-Feb-87;25;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;1-Jun-05;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
17-Sep-86;25;M;Fall 2011-2012;UAE;UAE;UAE-Ajman;UAE-Ajman;Law;Law;Secondary School -Scientific;1-Jul-05;Undergraduate;Al Rashediah Secondary;AJMAN
27-Apr-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH
14-Jan-92;20;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Abu Obaidah Bin Al Jarah Pvt;AJMAN
3-Jun-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Ajman;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Wahda Private School;
17-Sep-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Saif Al-Yarubi Sec .B. Sch.;Sharjah
19-Jan-83;29;M;Fall 2011-2012;UAE Passport;UAE-P;UAE-Passport;UAE-Dubai;Law;Law;Secondary School -Scientific;1-Jun-02;Undergraduate;Islamic Secondary Inst B;DUBAI
30-Jun-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
3-Apr-93;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Halwan Secondary;SHARJAH
24-Oct-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;-;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khaleej Al Arabi Secondary;SHARJAH
14-Feb-94;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Muath Bin Gabal Externals;Sharjah
2-Jul-81;30;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;13-Jul-11;Undergraduate;Al Sharjah Home School B;SHARJAH - EMIRATE
10-Feb-86;26;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Mahajreen Adult Ed. Center;Sharjah
23-Sep-92;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Scientific;21-Jun-11;Undergraduate;Military High School;Al Ain
24-Aug-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Law;Law;High School -Literature;27-Jun-11;Undergraduate;Al Itehad Pvt Secondary;DUBAI
1-Oct-91;20;M;Fall 2011-2012;UAE;UAE;UAE-Um Alquwain;UAE-Umm Al-Quwain;Law;Law;Secondary School -Scientific;21-Jun-11;Undergraduate;Military High School;Al Ain
10-Jun-92;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Scientific;21-Jun-11;Undergraduate;Military High School;Al Ain
4-Oct-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Abu Dhabi;-;Law;Law;Secondary School -Scientific;13-Jul-11;Undergraduate;Model Secondary School;Sharjah
1-Aug-93;18;M;Fall 2011-2012;Egypt;OTHER ARAB;Non Citizen;-;Law;Law;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Safa Secondary;DUBAI
31-Dec-93;18;M;Fall 2011-2012;Egypt;OTHER ARAB;Non Citizen;UAE-Khor Fakkan;Law;Law;Secondary School -Scientific;11-Aug-11;Undergraduate;El Orman Experimental Lang Sch;Giza
7-Jul-93;18;M;Fall 2011-2012;UAE Passport;UAE-P;UAE-Passport;UAE-Dubai;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Ma'arif Secondary;DUBAI
18-Jul-89;22;M;Fall 2011-2012;UAE;UAE;UAE-Ras Alkhaimah;UAE-Ras Al-Khaima;Law;Law;Secondary School -Literature;3-Jun-08;Undergraduate;Sha'am Secondary;RAS AL-KHAIMAH
10-Oct-93;18;M;Fall 2011-2012;Without Nationality (D.H.A.D);OTHER ARAB;Nil (No Official Documents);-;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Oroubah Secondary sch;SHARJAH
17-Nov-91;20;M;Fall 2011-2012;UAE;UAE;UAE-Al Fujairah;UAE-Fujairah;Law;Law;Secondary School -Literature;21-Jun-10;Undergraduate;Hamad BinAbdul. AlSharqi Sec B;AL FUJAIRAH - EMIRAT
5-Jul-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Ras Al-Khaima;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Ras Al Khaimah Secondary;RAS AL-KHAIMAH
17-Jun-92;19;F;Fall 2011-2012;UAE;UAE;UAE-Ras Alkhaimah;UAE-Ras Al-Khaima;Law;Law;Secondary School -Literature;21-Jun-10;Undergraduate;Al Sabahia Secondary;RAS AL-KHAIMAH
18-Mar-94;18;M;Fall 2011-2012;UAE;UAE;UAE-Ras Alkhaimah;UAE-Ras Al-Khaima;Law;Law;Secondary School -Scientific;13-Jul-11;Undergraduate;Al Rams Secondary;RAS AL-KHAIMAH
26-Sep-92;19;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;7-Jul-10;Undergraduate;Al Estiqlal Private School;Sharjah
17-Feb-76;36;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;;23-Jun-93;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH
27-Jul-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
20-Aug-93;18;M;Fall 2011-2012;Comoros;NON ARAB;Non Citizen;-;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Abu Mussa Secondary;SHARJAH
25-Oct-92;19;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Law;Law;Secondary School -Literature;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
28-Jan-93;19;F;Fall 2011-2012;Egypt;OTHER ARAB;Non Citizen;UAE-Dubai;Medicine;Medicine & Surgery;High School -Scientific;1-Jul-11;Foundation Year;American International School;ABU DHABI
6-Aug-93;18;F;Fall 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;High School -Scientific;21-Jul-11;Foundation Year;Dubai National School.;DUBAI
7-Feb-94;18;M;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;High School -Scientific;26-Jun-11;Foundation Year;Dubai International Secondary;DUBAI
1-Oct-93;18;M;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Sir Bani Yaas Boys School;Abu Dhabi
16-Mar-94;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Rouqaya Sec. Sch. G.;Sharjah
9-Oct-93;18;M;Fall 2011-2012;Egypt;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Sir Bani Yaas Boys School;Abu Dhabi
10-Mar-94;18;M;Fall 2011-2012;UAE;UAE;UAE-Ajman;UAE-Ajman;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;Wesgreen International School;SHARJAH
31-Jul-93;18;F;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Ahlia Pvt Secondary;SHARJAH
1-May-94;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;Inter. Sch.Of Creative Science;Sharjah
24-Apr-94;18;M;Fall 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;IG -Scientific;1-Jul-11;Foundation Year;Wesgreen International School;SHARJAH
28-Mar-93;19;F;Fall 2011-2012;Somalia;OTHER ARAB;Non Citizen;UAE-Ajman;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;Al Ansar International School;Sharjah
4-Jan-94;18;M;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;High School -Scientific;25-Jun-11;Foundation Year;Al Khaleej National Pvt Sch;DUBAI
1-Mar-94;18;M;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;High School -Scientific;2-Jun-11;Foundation Year;Sharjah American Intl School;Dubai
14-Jul-93;18;F;Fall 2011-2012;Sudan;OTHER ARAB;Non Citizen;Saudi Arabia-Al Riyadh;Medicine;Medicine & Surgery;Secondary School -Scientific;1-Jul-11;Foundation Year;Manarat Alreyadh Al Ahlya;RIYADH
2-Sep-93;18;M;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;Al Najah Secondary;ABU DHABI
21-Jun-93;18;M;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;The British School -khubairat;
3-Jan-94;18;F;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;1-Jul-11;Foundation Year;Al Nour Intrnational Pvt B;SHARJAH - EMIRATE
31-Jan-94;18;M;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;The Westminster School;DUBAI
10-Dec-92;19;M;Fall 2011-2012;Palestine;OTHER ARAB;Non Citizen;UAE-Dubai;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Mohamed Bin Rashid Secondary B;DUBAI
24-Apr-94;18;F;Fall 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;Al Ma'arifa Int. Private Sch.;Sharjah
15-May-94;17;F;Fall 2011-2012;Egypt;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;Secondary School -Scientific;1-Jul-11;Foundation Year;Rahebat Al Wardia Pvt School;JORDAN
16-Mar-94;18;F;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Ma'arifa Pvt Intr. School;SHARJAH
24-Jan-94;18;M;Fall 2011-2012;Palestine;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Ahlia Al Khayria Secondary;DUBAI
24-Jan-94;18;F;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;Secondary School -Scientific;1-Jul-11;Foundation Year;Undeclared;
29-Jan-93;19;F;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;Secondary School -Scientific;10-Jul-11;Foundation Year;Undeclared;
9-Jun-94;17;F;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;High School -Scientific;1-Jul-11;Foundation Year;Al Ma'arifa Int. Private Sch.;Sharjah
9-Sep-93;18;M;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;Al Najah Secondary;ABU DHABI
24-Apr-94;18;M;Fall 2011-2012;Egypt;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;Al Najah Secondary;ABU DHABI
30-Aug-93;18;M;Fall 2011-2012;Saudi Arabia;GCC;GCC;UAE-Dubai;Medicine;Medicine & Surgery;High School -Scientific;1-Jul-11;Foundation Year;Al Khaleej National Pvt Sch;DUBAI
19-Sep-92;19;F;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Wardeya Secondary;ABU DHABI
18-Apr-94;18;F;Fall 2011-2012;Lebanon;OTHER ARAB;Non Citizen;UAE-Ajman;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;Inter. Sch.Of Creative Science;Sharjah
15-Apr-93;19;M;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;High School -Scientific;6-Jun-11;Foundation Year;Al Nahda National School AUH;ABU DHABI
22-Jan-94;18;F;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;Secondary School -Scientific;1-Jul-11;Foundation Year;Al Wardeya Secondary;ABU DHABI
28-Jan-93;19;M;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Ajman;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Nu'man Bin Basheer Sec;AJMAN
8-Sep-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Abu Dhabi;Medicine;Medicine & Surgery;High School -Scientific;22-Jun-11;Foundation Year;Al Rawafed Pvt;ABU DHABI
21-Aug-94;17;F;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;Secondary School -Scientific;15-Jul-11;Foundation Year;Rosary School;
31-Mar-93;19;M;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Deba Al-Fujairah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Hamad BinAbdul. AlSharqi Sec B;AL FUJAIRAH - EMIRAT
4-Feb-93;19;M;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;High School -Scientific;11-Jun-11;Foundation Year;American International School;Dubai
17-Jun-94;17;M;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Dubai;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Nour Intrnational Pvt B;SHARJAH - EMIRATE
13-Dec-93;18;M;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Dubai;Medicine;Medicine & Surgery;High School -Scientific;27-Jun-11;Foundation Year;Dubai International Secondary;DUBAI
25-Feb-94;18;M;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;Al Nahda National School AUH;ABU DHABI
30-Apr-95;17;M;Fall 2011-2012;Lebanon;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;High School -Scientific;27-Jun-11;Foundation Year;Sharjah American Intl School;SHARJAH
24-Aug-93;18;M;Fall 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Medicine;Medicine & Surgery;High School -Scientific;29-Jun-10;Foundation Year;Al Itehad Pvt Secondary;DUBAI
4-May-93;19;F;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Reffa'a Secondary G.;SHARJAH
18-Jan-94;18;M;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Medicine;Medicine & Surgery;High School -Scientific;27-Jun-11;Foundation Year;Sharjah American Intl School;SHARJAH
27-Feb-94;18;M;Fall 2011-2012;Pakistan;NON ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;Al Nahda National School AUH;ABU DHABI
2-Sep-94;17;F;Fall 2011-2012;UAE;UAE;UAE-Passport;UAE-Dubai;Medicine;Medicine & Surgery;Secondary School -Scientific;1-Jul-11;Foundation Year;Al-Aalam Al-Jadeed Private Sch;Dubai
8-Dec-93;18;F;Fall 2011-2012;Egypt;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;Secondary School -Scientific;11-Jul-11;Foundation Year;Rossary Pvt School;ABU DHABI
12-May-94;18;F;Fall 2011-2012;UAE;UAE;UAE-Ajman;UAE-Ajman;Medicine;Medicine & Surgery;High School -Scientific;1-Jul-11;Foundation Year;Sharjah American Intl School;SHARJAH
26-Oct-93;18;F;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Dubai;Medicine;Medicine & Surgery;High School -Scientific;1-Jul-11;Foundation Year;Undeclared;
18-Dec-93;18;F;Fall 2011-2012;Sudan;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;High School -Scientific;10-Jul-11;Foundation Year;Al Ma'arifa Int. Private Sch.;Sharjah
20-May-94;17;F;Fall 2011-2012;Somalia;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Nour Intrnational Pvt B;SHARJAH - EMIRATE
25-Mar-93;19;F;Fall 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;1-Jul-11;Foundation Year;Al Heerah Secondary G;SHARJAH
1-Nov-93;18;F;Fall 2011-2012;Oman;GCC;GCC;UAE-Abu Dhabi;Medicine;Medicine & Surgery;High School -Scientific;6-Jun-11;Foundation Year;American International School;ABU DHABI
2-Dec-93;18;F;Fall 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;Research Science School;DUBAI
7-Oct-93;18;F;Fall 2011-2012;United States of America;NON ARAB;Non Citizen;UAE-Al Ain;Medicine;Medicine & Surgery;High School -Scientific;18-Jun-11;Foundation Year;Al Thafrah Secondary;BADI ZAYED
24-Nov-93;18;M;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Dubai;Medicine;Medicine & Surgery;High School -Scientific;28-Jun-11;Foundation Year;American International School;Dubai
14-Feb-94;18;M;Fall 2011-2012;Egypt;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;Al Ma'refa Private School;SHARJAH
17-Jun-94;17;F;Fall 2011-2012;United States of America;NON ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;High School -Scientific;21-Jun-11;Foundation Year;Dubai National School.;DUBAI
16-Jan-94;18;M;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Nour Intrnational Pvt B;SHARJAH - EMIRATE
13-Aug-93;18;M;Fall 2011-2012;Sudan;OTHER ARAB;Non Citizen;UAE-Dubai;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Mohamed Bin Rashid Secondary B;DUBAI
23-Sep-93;18;M;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Dubai;Medicine;Medicine & Surgery;High School -Scientific;25-Jun-11;Foundation Year;Al Ma'arif Secondary;DUBAI
12-Sep-93;18;M;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Dubai;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Sho'ala Private Sch.;SHARJAH
25-Jun-95;16;M;Fall 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;IG -Scientific;15-Aug-11;Foundation Year;Al Ma'arifa Int. Private Sch.;Sharjah
28-Oct-92;19;M;Fall 2011-2012;Iran;NON ARAB;Non Citizen;UAE-Dubai;Medicine;Medicine & Surgery;IG -Scientific;20-Jun-11;Foundation Year;Queen International School;DUBAI
1-May-93;19;F;Fall 2011-2012;India;NON ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;Indian Board Cert. -Scientific;23-May-11;Foundation Year;Our Own English High Sch.;Sharjah
5-Apr-93;19;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Reffa'a Secondary G.;SHARJAH
8-Apr-93;19;F;Fall 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Gobaibah Secondary G.;SHARJAH
21-Feb-94;18;F;Fall 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Medicine;Medicine & Surgery;High School -Scientific;1-Jul-11;Foundation Year;Al Itehad Pvt Secondary;DUBAI
29-Oct-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Medicine;Medicine & Surgery;High School -Scientific;27-Jun-11;Foundation Year;Al Wahda Private School;Sharjah
8-Aug-92;19;F;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;IG -Scientific;1-Jul-10;Foundation Year;International Sch of Choueifat;SHARJAH
21-Feb-94;18;F;Fall 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;IG -Scientific;20-Aug-11;Foundation Year;Al Worood Academy Priv. Sch.;Abu Dhabi
6-Jan-94;18;F;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Hikmah Private School;
20-Dec-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Abu Dhabi;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Mawaheb Model Sch.;Abu Dhabi
30-Sep-93;18;F;Fall 2011-2012;Egypt;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Sho'ala Private Sch.;SHARJAH
10-Aug-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Haya Bint Al Hosayn Sec. Sch.;Dubai
6-Apr-94;18;F;Fall 2011-2012;Saudi Arabia;GCC;GCC;UAE-Dubai;Medicine;Medicine & Surgery;High School -Scientific;1-Jul-11;Foundation Year;New Academy School;DUBAI
20-Sep-93;18;M;Fall 2011-2012;Iraq;OTHER ARAB;Non Citizen;UAE-Ajman;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Abu Obaidah Bin Al Jarah Pvt;AJMAN
5-Jan-94;18;M;Fall 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;National Charity School Boys;
27-Mar-94;18;M;Fall 2011-2012;Saudi Arabia;GCC;GCC;UAE-Ajman;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Al Nu'man Bin Basheer Sec;AJMAN
6-Mar-94;18;M;Fall 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Sir Bani Yaas Boys School;Abu Dhabi
25-Jan-94;18;F;Fall 2011-2012;UAE;UAE;UAE-Ajman;UAE-Ajman;Medicine;Medicine & Surgery;High School -Scientific;27-Jun-11;Foundation Year;Sharjah American Intl School;SHARJAH
11-Oct-93;18;F;Fall 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Medicine;Medicine & Surgery;Secondary School -Scientific;28-Jun-11;Foundation Year;Rouqaya Sec. Sch. G.;Sharjah
